ID,Sex,Height,Weight,feet,inches,height,weight,bmi
M34769,Male,5 ft. 10 in.,196 lbs.,5,10,70,196,28.12
M34770,Male,5 ft. 09 in.,233 lbs.,5,9,69,233,34.40
M34771,Male,5 ft. 09 in.,192 lbs.,5,9,69,192,28.35
M34773,Male,6 ft. 02 in.,183 lbs.,6,2,74,183,23.49
M34778,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M34780,Male,5 ft. 10 in.,210 lbs.,5,10,70,210,30.13
M34784,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
M34785,Male,6 ft. 00 in.,265 lbs.,6,0,72,265,35.94
M34787,Male,6 ft. 01 in.,195 lbs.,6,1,73,195,25.72
M34789,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M34790,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
M34791,Male,5 ft. 08 in.,155 lbs.,5,8,68,155,23.57
M34792,Male,6 ft. 03 in.,186 lbs.,6,3,75,186,23.25
M34793,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M34795,Male,5 ft. 08 in.,242 lbs.,5,8,68,242,36.79
M34797,Male,6 ft. 01 in.,290 lbs.,6,1,73,290,38.26
M34799,Male,5 ft. 07 in.,145 lbs.,5,7,67,145,22.71
M34802,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M34804,Male,5 ft. 11 in.,153 lbs.,5,11,71,153,21.34
M34807,Male,6 ft. 00 in.,155 lbs.,6,0,72,155,21.02
M34814,Male,5 ft. 07 in.,144 lbs.,5,7,67,144,22.55
M34822,Male,5 ft. 07 in.,237 lbs.,5,7,67,237,37.12
M34825,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M34829,Male,6 ft. 02 in.,191 lbs.,6,2,74,191,24.52
M34830,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
M34834,Male,5 ft. 11 in.,161 lbs.,5,11,71,161,22.45
M34836,Male,5 ft. 09 in.,245 lbs.,5,9,69,245,36.18
M34839,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
M34847,Male,5 ft. 07 in.,206 lbs.,5,7,67,206,32.26
M34852,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M34855,Male,5 ft. 10 in.,165 lbs.,5,10,70,165,23.67
M34856,Male,5 ft. 08 in.,169 lbs.,5,8,68,169,25.69
M34857,Male,5 ft. 06 in.,190 lbs.,5,6,66,190,30.66
M34859,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
M34865,Male,5 ft. 08 in.,140 lbs.,5,8,68,140,21.28
M34870,Male,5 ft. 11 in.,162 lbs.,5,11,71,162,22.59
M34871,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M34872,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
M34875,Male,5 ft. 09 in.,195 lbs.,5,9,69,195,28.79
M34877,Male,5 ft. 08 in.,175 lbs.,5,8,68,175,26.61
M34878,Male,5 ft. 10 in.,165 lbs.,5,10,70,165,23.67
M34881,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M34885,Male,6 ft. 03 in.,156 lbs.,6,3,75,156,19.50
M34886,Male,5 ft. 08 in.,195 lbs.,5,8,68,195,29.65
M34889,Male,5 ft. 10 in.,184 lbs.,5,10,70,184,26.40
M34890,Male,5 ft. 11 in.,162 lbs.,5,11,71,162,22.59
M34891,Male,5 ft. 06 in.,140 lbs.,5,6,66,140,22.59
M34892,Male,5 ft. 02 in.,187 lbs.,5,2,62,187,34.20
M34893,Male,5 ft. 06 in.,195 lbs.,5,6,66,195,31.47
M34898,Male,6 ft. 04 in.,185 lbs.,6,4,76,185,22.52
M34899,Male,5 ft. 09 in.,240 lbs.,5,9,69,240,35.44
M34900,Male,5 ft. 07 in.,147 lbs.,5,7,67,147,23.02
M34904,Male,5 ft. 06 in.,130 lbs.,5,6,66,130,20.98
M34909,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
M34910,Male,5 ft. 09 in.,257 lbs.,5,9,69,257,37.95
M34911,Male,5 ft. 05 in.,161 lbs.,5,5,65,161,26.79
M34912,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
M34913,Male,5 ft. 10 in.,209 lbs.,5,10,70,209,29.99
M34923,Male,5 ft. 04 in.,190 lbs.,5,4,64,190,32.61
M34928,Male,6 ft. 00 in.,231 lbs.,6,0,72,231,31.33
M34934,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
M34952,Male,5 ft. 06 in.,130 lbs.,5,6,66,130,20.98
M34956,Male,5 ft. 01 in.,190 lbs.,5,1,61,190,35.90
M34961,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
M34963,Male,5 ft. 10 in.,165 lbs.,5,10,70,165,23.67
M34964,Male,5 ft. 07 in.,188 lbs.,5,7,67,188,29.44
M34965,Male,5 ft. 05 in.,130 lbs.,5,5,65,130,21.63
M34970,Male,5 ft. 03 in.,164 lbs.,5,3,63,164,29.05
M34971,Male,5 ft. 11 in.,165 lbs.,5,11,71,165,23.01
M34973,Male,5 ft. 06 in.,186 lbs.,5,6,66,186,30.02
M34974,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M34976,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
M34982,Male,5 ft. 08 in.,205 lbs.,5,8,68,205,31.17
M34983,Male,5 ft. 08 in.,165 lbs.,5,8,68,165,25.09
M34986,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
M34987,Male,5 ft. 04 in.,160 lbs.,5,4,64,160,27.46
M34988,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
M34993,Male,5 ft. 08 in.,185 lbs.,5,8,68,185,28.13
M35001,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
M35009,Male,5 ft. 04 in.,195 lbs.,5,4,64,195,33.47
M35012,Male,5 ft. 05 in.,160 lbs.,5,5,65,160,26.62
M35016,Male,6 ft. 04 in.,190 lbs.,6,4,76,190,23.13
M35019,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
M35022,Male,6 ft. 00 in.,164 lbs.,6,0,72,164,22.24
M35025,Male,6 ft. 00 in.,168 lbs.,6,0,72,168,22.78
M35026,Male,5 ft. 07 in.,180 lbs.,5,7,67,180,28.19
M35028,Male,5 ft. 05 in.,256 lbs.,5,5,65,256,42.60
M35031,Male,6 ft. 00 in.,187 lbs.,6,0,72,187,25.36
M35033,Male,5 ft. 11 in.,165 lbs.,5,11,71,165,23.01
M35034,Male,5 ft. 10 in.,220 lbs.,5,10,70,220,31.56
M35035,Male,5 ft. 11 in.,140 lbs.,5,11,71,140,19.52
M35040,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
M35041,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
M35043,Male,6 ft. 00 in.,150 lbs.,6,0,72,150,20.34
M35045,Male,5 ft. 06 in.,190 lbs.,5,6,66,190,30.66
M35049,Male,6 ft. 02 in.,155 lbs.,6,2,74,155,19.90
M35050,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
M35057,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
M35062,Male,5 ft. 07 in.,231 lbs.,5,7,67,231,36.18
M35065,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
M35068,Male,6 ft. 01 in.,195 lbs.,6,1,73,195,25.72
M35071,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
M35072,Male,6 ft. 00 in.,221 lbs.,6,0,72,221,29.97
M35075,Male,6 ft. 03 in.,225 lbs.,6,3,75,225,28.12
M35076,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
M35077,Male,5 ft. 11 in.,171 lbs.,5,11,71,171,23.85
M35087,Male,6 ft. 02 in.,198 lbs.,6,2,74,198,25.42
M35094,Male,5 ft. 11 in.,185 lbs.,5,11,71,185,25.80
M35097,Male,5 ft. 06 in.,166 lbs.,5,6,66,166,26.79
M35104,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
M35105,Male,5 ft. 06 in.,175 lbs.,5,6,66,175,28.24
M35116,Male,5 ft. 11 in.,196 lbs.,5,11,71,196,27.33
M35119,Male,6 ft. 04 in.,180 lbs.,6,4,76,180,21.91
M35123,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
M35128,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
M35131,Male,5 ft. 05 in.,195 lbs.,5,5,65,195,32.45
M35132,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
M35139,Male,5 ft. 07 in.,155 lbs.,5,7,67,155,24.27
M35142,Male,5 ft. 06 in.,175 lbs.,5,6,66,175,28.24
M35145,Male,5 ft. 07 in.,280 lbs.,5,7,67,280,43.85
M35148,Male,5 ft. 09 in.,230 lbs.,5,9,69,230,33.96
M35149,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
M35166,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M35167,Male,5 ft. 07 in.,153 lbs.,5,7,67,153,23.96
M35171,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M35173,Male,6 ft. 02 in.,175 lbs.,6,2,74,175,22.47
M35176,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
M35177,Male,6 ft. 02 in.,215 lbs.,6,2,74,215,27.60
M35191,Male,6 ft. 00 in.,145 lbs.,6,0,72,145,19.66
M35193,Male,5 ft. 11 in.,155 lbs.,5,11,71,155,21.62
M35197,Male,5 ft. 09 in.,195 lbs.,5,9,69,195,28.79
M35199,Male,6 ft. 02 in.,190 lbs.,6,2,74,190,24.39
M35201,Male,6 ft. 02 in.,210 lbs.,6,2,74,210,26.96
M35206,Male,5 ft. 10 in.,243 lbs.,5,10,70,243,34.86
M35210,Male,6 ft. 00 in.,160 lbs.,6,0,72,160,21.70
M35212,Male,5 ft. 06 in.,118 lbs.,5,6,66,118,19.04
M35217,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
M35218,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M35220,Male,6 ft. 00 in.,193 lbs.,6,0,72,193,26.17
M35222,Male,5 ft. 09 in.,207 lbs.,5,9,69,207,30.57
M35224,Male,6 ft. 02 in.,230 lbs.,6,2,74,230,29.53
M35225,Male,5 ft. 10 in.,162 lbs.,5,10,70,162,23.24
M35226,Male,5 ft. 03 in.,170 lbs.,5,3,63,170,30.11
M35230,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
M35232,Male,5 ft. 11 in.,198 lbs.,5,11,71,198,27.61
M35238,Male,6 ft. 02 in.,150 lbs.,6,2,74,150,19.26
M35242,Male,6 ft. 02 in.,160 lbs.,6,2,74,160,20.54
M35243,Male,5 ft. 10 in.,159 lbs.,5,10,70,159,22.81
M35245,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
M35246,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
M35256,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
M35262,Male,5 ft. 04 in.,150 lbs.,5,4,64,150,25.74
M35266,Male,6 ft. 02 in.,300 lbs.,6,2,74,300,38.51
M35269,Male,6 ft. 04 in.,188 lbs.,6,4,76,188,22.88
M35272,Male,5 ft. 08 in.,164 lbs.,5,8,68,164,24.93
M35273,Male,5 ft. 05 in.,160 lbs.,5,5,65,160,26.62
M35274,Male,5 ft. 06 in.,130 lbs.,5,6,66,130,20.98
M35275,Male,5 ft. 07 in.,168 lbs.,5,7,67,168,26.31
M35276,Male,5 ft. 05 in.,363 lbs.,5,5,65,363,60.40
M35284,Male,5 ft. 08 in.,175 lbs.,5,8,68,175,26.61
M35288,Male,5 ft. 02 in.,161 lbs.,5,2,62,161,29.44
M35289,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M35291,Male,6 ft. 03 in.,195 lbs.,6,3,75,195,24.37
M35298,Male,5 ft. 08 in.,156 lbs.,5,8,68,156,23.72
M35303,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
M35304,Male,6 ft. 01 in.,196 lbs.,6,1,73,196,25.86
M35309,Male,6 ft. 03 in.,220 lbs.,6,3,75,220,27.50
M35311,Male,5 ft. 09 in.,240 lbs.,5,9,69,240,35.44
M35316,Male,6 ft. 00 in.,312 lbs.,6,0,72,312,42.31
M35319,Male,5 ft. 07 in.,195 lbs.,5,7,67,195,30.54
M35321,Male,5 ft. 08 in.,140 lbs.,5,8,68,140,21.28
M35324,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
M35326,Male,6 ft. 00 in.,194 lbs.,6,0,72,194,26.31
M35330,Male,5 ft. 09 in.,214 lbs.,5,9,69,214,31.60
M35338,Male,5 ft. 11 in.,150 lbs.,5,11,71,150,20.92
M35358,Male,5 ft. 09 in.,155 lbs.,5,9,69,155,22.89
M35359,Male,5 ft. 07 in.,175 lbs.,5,7,67,175,27.41
M35361,Male,6 ft. 00 in.,136 lbs.,6,0,72,136,18.44
M35362,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
M35364,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
M35367,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
M35371,Male,5 ft. 04 in.,140 lbs.,5,4,64,140,24.03
M35373,Male,5 ft. 05 in.,194 lbs.,5,5,65,194,32.28
M35374,Male,5 ft. 06 in.,185 lbs.,5,6,66,185,29.86
M35378,Male,5 ft. 07 in.,145 lbs.,5,7,67,145,22.71
M35380,Male,6 ft. 01 in.,210 lbs.,6,1,73,210,27.70
M35383,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
M35387,Male,5 ft. 08 in.,222 lbs.,5,8,68,222,33.75
M35390,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
M35393,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
M35395,Male,6 ft. 00 in.,150 lbs.,6,0,72,150,20.34
M35396,Male,6 ft. 01 in.,212 lbs.,6,1,73,212,27.97
M35398,Male,6 ft. 02 in.,250 lbs.,6,2,74,250,32.09
M35401,Male,5 ft. 08 in.,192 lbs.,5,8,68,192,29.19
M35409,Male,5 ft. 07 in.,215 lbs.,5,7,67,215,33.67
M35412,Male,6 ft. 01 in.,207 lbs.,6,1,73,207,27.31
M35413,Male,5 ft. 08 in.,190 lbs.,5,8,68,190,28.89
M35417,Male,6 ft. 03 in.,189 lbs.,6,3,75,189,23.62
M35418,Male,6 ft. 03 in.,203 lbs.,6,3,75,203,25.37
M35420,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M35424,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
M35426,Male,5 ft. 11 in.,155 lbs.,5,11,71,155,21.62
M35433,Male,5 ft. 03 in.,185 lbs.,5,3,63,185,32.77
M35441,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
M35444,Male,6 ft. 01 in.,270 lbs.,6,1,73,270,35.62
M35447,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
M35448,Male,5 ft. 10 in.,140 lbs.,5,10,70,140,20.09
M35449,Male,5 ft. 09 in.,220 lbs.,5,9,69,220,32.48
M35453,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
M35454,Male,5 ft. 10 in.,210 lbs.,5,10,70,210,30.13
M35459,Male,5 ft. 07 in.,195 lbs.,5,7,67,195,30.54
M35461,Male,5 ft. 05 in.,190 lbs.,5,5,65,190,31.61
M35468,Male,5 ft. 07 in.,195 lbs.,5,7,67,195,30.54
M35470,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M35476,Male,5 ft. 08 in.,155 lbs.,5,8,68,155,23.57
M35485,Male,6 ft. 03 in.,200 lbs.,6,3,75,200,25.00
M35490,Male,6 ft. 01 in.,193 lbs.,6,1,73,193,25.46
M35491,Male,5 ft. 08 in.,140 lbs.,5,8,68,140,21.28
M35492,Male,6 ft. 00 in.,220 lbs.,6,0,72,220,29.83
M35495,Male,6 ft. 01 in.,191 lbs.,6,1,73,191,25.20
M35496,Male,5 ft. 06 in.,130 lbs.,5,6,66,130,20.98
M35497,Male,5 ft. 08 in.,228 lbs.,5,8,68,228,34.66
M35499,Male,5 ft. 04 in.,110 lbs.,5,4,64,110,18.88
M35506,Male,5 ft. 07 in.,195 lbs.,5,7,67,195,30.54
M35509,Male,5 ft. 07 in.,198 lbs.,5,7,67,198,31.01
M35510,Male,5 ft. 05 in.,200 lbs.,5,5,65,200,33.28
M35515,Male,6 ft. 00 in.,240 lbs.,6,0,72,240,32.55
M35517,Male,6 ft. 01 in.,205 lbs.,6,1,73,205,27.04
M35524,Male,4 ft. 11 in.,200 lbs.,4,11,59,200,40.39
M35532,Male,6 ft. 01 in.,170 lbs.,6,1,73,170,22.43
M35535,Male,6 ft. 03 in.,150 lbs.,6,3,75,150,18.75
M35537,Male,6 ft. 00 in.,160 lbs.,6,0,72,160,21.70
M35538,Male,5 ft. 01 in.,160 lbs.,5,1,61,160,30.23
M35544,Male,5 ft. 04 in.,127 lbs.,5,4,64,127,21.80
M35547,Male,5 ft. 09 in.,145 lbs.,5,9,69,145,21.41
M35548,Male,6 ft. 10 in.,155 lbs.,6,10,82,155,16.21
M35552,Male,5 ft. 05 in.,165 lbs.,5,5,65,165,27.45
M35554,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
M35557,Male,5 ft. 08 in.,182 lbs.,5,8,68,182,27.67
M35563,Male,5 ft. 09 in.,149 lbs.,5,9,69,149,22.00
M35567,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
M35570,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
M35573,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
M35574,Male,5 ft. 07 in.,130 lbs.,5,7,67,130,20.36
M35575,Male,6 ft. 02 in.,175 lbs.,6,2,74,175,22.47
M35579,Male,5 ft. 11 in.,270 lbs.,5,11,71,270,37.65
M35580,Male,6 ft. 01 in.,260 lbs.,6,1,73,260,34.30
M35592,Male,5 ft. 06 in.,230 lbs.,5,6,66,230,37.12
M35593,Male,5 ft. 03 in.,200 lbs.,5,3,63,200,35.42
M35598,Male,5 ft. 09 in.,168 lbs.,5,9,69,168,24.81
M35599,Male,6 ft. 02 in.,322 lbs.,6,2,74,322,41.34
M35600,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
M35601,Male,5 ft. 10 in.,295 lbs.,5,10,70,295,42.32
M35603,Male,6 ft. 01 in.,158 lbs.,6,1,73,158,20.84
M35606,Male,5 ft. 07 in.,135 lbs.,5,7,67,135,21.14
M35614,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
M35615,Male,5 ft. 07 in.,152 lbs.,5,7,67,152,23.80
M35616,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M35618,Male,5 ft. 09 in.,150 lbs.,5,9,69,150,22.15
M35620,Male,5 ft. 09 in.,155 lbs.,5,9,69,155,22.89
M35627,Male,5 ft. 11 in.,170 lbs.,5,11,71,170,23.71
M35628,Male,6 ft. 03 in.,200 lbs.,6,3,75,200,25.00
M35635,Male,5 ft. 09 in.,140 lbs.,5,9,69,140,20.67
M35636,Male,6 ft. 02 in.,200 lbs.,6,2,74,200,25.68
M35639,Male,6 ft. 05 in.,200 lbs.,6,5,77,200,23.71
M35644,Male,6 ft. 00 in.,193 lbs.,6,0,72,193,26.17
M35645,Male,6 ft. 04 in.,210 lbs.,6,4,76,210,25.56
M35649,Male,5 ft. 11 in.,225 lbs.,5,11,71,225,31.38
M35650,Male,6 ft. 00 in.,255 lbs.,6,0,72,255,34.58
M35654,Male,6 ft. 00 in.,202 lbs.,6,0,72,202,27.39
M35657,Male,5 ft. 02 in.,177 lbs.,5,2,62,177,32.37
M35661,Male,5 ft. 07 in.,210 lbs.,5,7,67,210,32.89
M35663,Male,5 ft. 11 in.,225 lbs.,5,11,71,225,31.38
M35667,Male,5 ft. 01 in.,190 lbs.,5,1,61,190,35.90
M35670,Male,5 ft. 08 in.,250 lbs.,5,8,68,250,38.01
M35678,Male,6 ft. 03 in.,180 lbs.,6,3,75,180,22.50
M35680,Male,5 ft. 05 in.,160 lbs.,5,5,65,160,26.62
M35681,Male,5 ft. 11 in.,185 lbs.,5,11,71,185,25.80
M35687,Male,5 ft. 04 in.,178 lbs.,5,4,64,178,30.55
M35689,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
M35697,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M35698,Male,5 ft. 10 in.,172 lbs.,5,10,70,172,24.68
M35700,Male,5 ft. 04 in.,165 lbs.,5,4,64,165,28.32
M35705,Male,5 ft. 08 in.,145 lbs.,5,8,68,145,22.04
M35710,Male,5 ft. 09 in.,149 lbs.,5,9,69,149,22.00
M35720,Male,5 ft. 08 in.,155 lbs.,5,8,68,155,23.57
M35723,Male,6 ft. 00 in.,172 lbs.,6,0,72,172,23.32
M35727,Male,6 ft. 00 in.,195 lbs.,6,0,72,195,26.44
M35732,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M35738,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
M35739,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
M35743,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M35745,Male,6 ft. 05 in.,305 lbs.,6,5,77,305,36.16
M35749,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
M35758,Male,5 ft. 07 in.,167 lbs.,5,7,67,167,26.15
M35760,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
M35769,Male,6 ft. 01 in.,250 lbs.,6,1,73,250,32.98
M35776,Male,5 ft. 11 in.,145 lbs.,5,11,71,145,20.22
M35778,Male,5 ft. 11 in.,193 lbs.,5,11,71,193,26.92
M35783,Male,5 ft. 09 in.,155 lbs.,5,9,69,155,22.89
M35784,Male,5 ft. 07 in.,158 lbs.,5,7,67,158,24.74
M35789,Male,5 ft. 05 in.,130 lbs.,5,5,65,130,21.63
M35802,Male,5 ft. 09 in.,174 lbs.,5,9,69,174,25.69
M35803,Male,5 ft. 09 in.,207 lbs.,5,9,69,207,30.57
M35804,Male,5 ft. 11 in.,155 lbs.,5,11,71,155,21.62
M35807,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
M35816,Male,5 ft. 09 in.,174 lbs.,5,9,69,174,25.69
M35818,Male,5 ft. 07 in.,200 lbs.,5,7,67,200,31.32
M35826,Male,5 ft. 06 in.,185 lbs.,5,6,66,185,29.86
M35831,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
M35837,Male,6 ft. 01 in.,200 lbs.,6,1,73,200,26.38
M35838,Male,5 ft. 04 in.,152 lbs.,5,4,64,152,26.09
M35841,Male,6 ft. 03 in.,250 lbs.,6,3,75,250,31.24
M35843,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
M35847,Male,5 ft. 07 in.,190 lbs.,5,7,67,190,29.75
M35858,Male,5 ft. 08 in.,166 lbs.,5,8,68,166,25.24
M35860,Male,5 ft. 10 in.,182 lbs.,5,10,70,182,26.11
M35862,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
M35863,Male,5 ft. 10 in.,220 lbs.,5,10,70,220,31.56
M35872,Male,5 ft. 06 in.,175 lbs.,5,6,66,175,28.24
M35873,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
M35874,Male,5 ft. 10 in.,210 lbs.,5,10,70,210,30.13
M35876,Male,5 ft. 09 in.,189 lbs.,5,9,69,189,27.91
M35880,Male,6 ft. 03 in.,180 lbs.,6,3,75,180,22.50
M35882,Male,6 ft. 02 in.,200 lbs.,6,2,74,200,25.68
M35888,Male,5 ft. 07 in.,242 lbs.,5,7,67,242,37.90
M35897,Male,6 ft. 00 in.,175 lbs.,6,0,72,175,23.73
M35900,Male,6 ft. 04 in.,148 lbs.,6,4,76,148,18.01
M35910,Male,6 ft. 02 in.,196 lbs.,6,2,74,196,25.16
M35911,Male,5 ft. 08 in.,155 lbs.,5,8,68,155,23.57
M35912,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
M35914,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M35917,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M35918,Male,6 ft. 03 in.,210 lbs.,6,3,75,210,26.25
M35922,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
M35926,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
M35930,Male,6 ft. 00 in.,175 lbs.,6,0,72,175,23.73
M35931,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M35933,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
M35934,Male,5 ft. 09 in.,201 lbs.,5,9,69,201,29.68
M35941,Male,5 ft. 10 in.,154 lbs.,5,10,70,154,22.09
M35945,Male,6 ft. 01 in.,225 lbs.,6,1,73,225,29.68
M35946,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M35947,Male,6 ft. 03 in.,190 lbs.,6,3,75,190,23.75
M35951,Male,5 ft. 07 in.,240 lbs.,5,7,67,240,37.59
M35953,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
M35959,Male,5 ft. 10 in.,197 lbs.,5,10,70,197,28.26
M35960,Male,5 ft. 07 in.,140 lbs.,5,7,67,140,21.92
M35965,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
M35967,Male,5 ft. 07 in.,152 lbs.,5,7,67,152,23.80
M35969,Male,6 ft. 01 in.,205 lbs.,6,1,73,205,27.04
M35970,Male,5 ft. 09 in.,187 lbs.,5,9,69,187,27.61
M35976,Male,5 ft. 11 in.,251 lbs.,5,11,71,251,35.00
M35977,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
M35979,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
M35980,Male,5 ft. 10 in.,295 lbs.,5,10,70,295,42.32
M35981,Male,5 ft. 08 in.,195 lbs.,5,8,68,195,29.65
M35982,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
M35988,Male,5 ft. 09 in.,150 lbs.,5,9,69,150,22.15
M35992,Male,5 ft. 07 in.,175 lbs.,5,7,67,175,27.41
M35996,Male,5 ft. 11 in.,196 lbs.,5,11,71,196,27.33
M36000,Male,5 ft. 06 in.,155 lbs.,5,6,66,155,25.01
M36003,Male,5 ft. 03 in.,130 lbs.,5,3,63,130,23.03
M36004,Male,5 ft. 11 in.,155 lbs.,5,11,71,155,21.62
M36008,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
M36009,Male,5 ft. 11 in.,140 lbs.,5,11,71,140,19.52
M36010,Male,5 ft. 04 in.,160 lbs.,5,4,64,160,27.46
M36013,Male,5 ft. 05 in.,118 lbs.,5,5,65,118,19.63
M36014,Male,5 ft. 08 in.,220 lbs.,5,8,68,220,33.45
M36015,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M36016,Male,5 ft. 03 in.,150 lbs.,5,3,63,150,26.57
M36017,Male,5 ft. 08 in.,148 lbs.,5,8,68,148,22.50
M36018,Male,6 ft. 01 in.,165 lbs.,6,1,73,165,21.77
M36019,Male,5 ft. 06 in.,159 lbs.,5,6,66,159,25.66
M36021,Male,5 ft. 09 in.,205 lbs.,5,9,69,205,30.27
M36022,Male,5 ft. 10 in.,164 lbs.,5,10,70,164,23.53
M36024,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
